test-recursive-common-ethereum-incremental-leaf-field-public-v4
+- recursive common Ethereum incremental leaf V4 structural guard
   +- run test stderr
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=segment_leaf row=.{ .row_mask = 1, .segment_mask = 1, .binary_mask = 0, .verifier_id = 0, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 5, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 21 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 5, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 1, .constant_value = 16, .source_hash_id = 0, .source_word_index = 13 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 5, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 0, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 13 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=segment_leaf row=.{ .row_mask = 1, .segment_mask = 1, .binary_mask = 0, .verifier_id = 0, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 6, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 22 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 6, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 1, .constant_value = 16, .source_hash_id = 0, .source_word_index = 14 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 6, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 0, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 14 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=segment_leaf row=.{ .row_mask = 1, .segment_mask = 1, .binary_mask = 0, .verifier_id = 0, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 7, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 23 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 7, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 1, .constant_value = 16, .source_hash_id = 0, .source_word_index = 15 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 7, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 0, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 15 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=segment_leaf row=.{ .row_mask = 1, .segment_mask = 1, .binary_mask = 0, .verifier_id = 0, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 8, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 24 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 8, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 1, .constant_value = 16, .source_hash_id = 0, .source_word_index = 16 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 8, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 0, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 16 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=segment_leaf row=.{ .row_mask = 1, .segment_mask = 1, .binary_mask = 0, .verifier_id = 0, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 9, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 25 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 9, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 1, .constant_value = 16, .source_hash_id = 0, .source_word_index = 17 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 9, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 0, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 17 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=segment_leaf row=.{ .row_mask = 1, .segment_mask = 1, .binary_mask = 0, .verifier_id = 0, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 10, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 26 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 10, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 1, .constant_value = 16, .source_hash_id = 0, .source_word_index = 18 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 10, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 0, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 18 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=segment_leaf row=.{ .row_mask = 1, .segment_mask = 1, .binary_mask = 0, .verifier_id = 0, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 11, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 27 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 11, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 1, .constant_value = 16, .source_hash_id = 0, .source_word_index = 19 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 11, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 0, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 19 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=segment_leaf row=.{ .row_mask = 1, .segment_mask = 1, .binary_mask = 0, .verifier_id = 0, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 12, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 28 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 12, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 1, .constant_value = 16, .source_hash_id = 0, .source_word_index = 20 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 12, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 0, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 20 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=segment_leaf row=.{ .row_mask = 1, .segment_mask = 1, .binary_mask = 0, .verifier_id = 0, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 13, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 29 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 13, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 1, .constant_value = 16, .source_hash_id = 0, .source_word_index = 21 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 13, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 0, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 21 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=segment_leaf row=.{ .row_mask = 1, .segment_mask = 1, .binary_mask = 0, .verifier_id = 0, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 14, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 30 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 14, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 1, .constant_value = 16, .source_hash_id = 0, .source_word_index = 22 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 14, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 0, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 22 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=segment_leaf row=.{ .row_mask = 1, .segment_mask = 1, .binary_mask = 0, .verifier_id = 0, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 15, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 31 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 15, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 1, .constant_value = 16, .source_hash_id = 0, .source_word_index = 23 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 15, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 0, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 23 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=segment_leaf row=.{ .row_mask = 1, .segment_mask = 1, .binary_mask = 0, .verifier_id = 0, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 16, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 32 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 16, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 1, .constant_value = 16, .source_hash_id = 0, .source_word_index = 24 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 16, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 0, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 24 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=segment_leaf row=.{ .row_mask = 1, .segment_mask = 1, .binary_mask = 0, .verifier_id = 0, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 17, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 33 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 17, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 1, .constant_value = 16, .source_hash_id = 0, .source_word_index = 25 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 17, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 0, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 25 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=segment_leaf row=.{ .row_mask = 1, .segment_mask = 1, .binary_mask = 0, .verifier_id = 0, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 18, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 34 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 18, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 1, .constant_value = 16, .source_hash_id = 0, .source_word_index = 26 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 18, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 0, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 26 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=segment_leaf row=.{ .row_mask = 1, .segment_mask = 1, .binary_mask = 0, .verifier_id = 0, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 19, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 35 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 19, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 1, .constant_value = 16, .source_hash_id = 0, .source_word_index = 27 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 19, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 0, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 27 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=segment_leaf row=.{ .row_mask = 1, .segment_mask = 1, .binary_mask = 0, .verifier_id = 0, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 20, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 36 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 20, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 1, .constant_value = 16, .source_hash_id = 0, .source_word_index = 28 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 20, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 0, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 28 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=segment_leaf row=.{ .row_mask = 1, .segment_mask = 1, .binary_mask = 0, .verifier_id = 0, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 21, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 37 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 21, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 1, .constant_value = 16, .source_hash_id = 0, .source_word_index = 29 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 21, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 0, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 29 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=segment_leaf row=.{ .row_mask = 1, .segment_mask = 1, .binary_mask = 0, .verifier_id = 0, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 22, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 38 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 22, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 1, .input_use_count = 1, .constant_value = 16, .source_hash_id = 0, .source_word_index = 30 }
RECORDED_TRANSCRIPT_PAYLOAD_ROW kind=binary_node row=.{ .row_mask = 1, .segment_mask = 0, .binary_mask = 1, .verifier_id = 1, .sequence = 0, .tag = 512, .args = { 0, 0, 0, 0 }, .payload_index = 22, .source_kind = .protocol, .item_index = 0, .limb_index = 0, .constant_mask = 0, .input_use_count = 0, .constant_value = 16, .source_hash_id = 0, .source_word_index = 30 }
